LAMMPS data file via write_data, version 7 Feb 2024, timestep = 20000, units = real

240 atoms
2 atom types
160 bonds
1 bond types
80 angles
1 angle types

-20 20 xlo xhi
-20 20 ylo yhi
-20 40 zlo zhi

Masses

1 15.9994
2 1.008

Atoms # full

146 49 2 0.417 -15.113709239266214 -12.047056186207142 31.316832596614443 1 1 -1
120 40 2 0.417 3.830590370067361 -5.105567866408555 36.87724303674392 -1 1 -1
118 40 1 -0.834 4.627230914250787 -4.706285231508905 37.22677127946439 -1 1 -1
119 40 2 0.417 5.027049618646804 -5.394334477941884 37.75871612144222 -1 1 -1
11 4 2 0.417 2.072242508469089 -5.4173271913145555 37.98722640090392 -1 0 -1
10 4 1 -0.834 2.0503944903402282 -5.461448176540685 37.031292650159976 -1 0 -1
12 4 2 0.417 1.2243866097995135 -5.901326531352169 36.83016782556556 -1 0 -1
78 26 2 0.417 -15.106301197930568 -3.7178060411623273 38.763981599966044 0 0 -1
77 26 2 0.417 -14.546533508415267 -2.3232403939963735 38.58028592201271 0 0 -1
76 26 1 -0.834 -14.282324612238137 -3.23759948074577 38.682147039469434 0 0 -1
33 11 2 0.417 4.986554037472869 -2.241217671890074 38.828912562565044 0 1 -1
32 11 2 0.417 5.041664774907479 -3.7222098720601275 38.51984522430824 0 1 -1
31 11 1 -0.834 5.119411748690739 -3.095695297033461 39.23933822034098 0 1 -1
5 2 2 0.417 -12.385738471372514 2.560429995184403 -17.399825629233167 1 0 0
4 2 1 -0.834 -11.854310027944388 2.334847179035643 -18.16332290168937 1 0 0
6 2 2 0.417 -11.938953176170472 1.3846781067412472 -18.242374975370343 1 0 0
233 78 2 0.417 -8.18107676513773 7.791320620168316 -18.274941568866897 0 0 0
185 62 2 0.417 18.417223199772923 12.147619472053648 -18.50016140734796 -1 0 0
232 78 1 -0.834 -9.116924829047946 7.987185061257419 -18.229582619679014 0 0 0
173 58 2 0.417 -7.688838459676725 10.395167707444317 -15.099068204786132 0 0 0
172 58 1 -0.834 -6.845177144809306 10.836590593582725 -15.00101782582089 0 0 0
28 10 1 -0.834 14.440960533649303 15.769900410239504 -9.520460961496232 -1 0 0
30 10 2 0.417 15.286427550030131 16.21641242724405 -9.475236386355004 -1 0 0
29 10 2 0.417 13.80056332691948 16.445409541199638 -9.297261711017928 -1 0 0
184 62 1 -0.834 17.671839183100804 11.919728551312293 -19.055771384173507 -1 0 0
27 9 2 0.417 17.66807110822365 15.070960676563496 -10.179787227070758 -1 0 0
220 74 1 -0.834 -11.630320627941385 9.205850263510778 39.12913044498264 0 0 -1
222 74 2 0.417 -12.375324774013782 9.645193089243488 39.53922752543893 0 0 -1
234 78 2 0.417 -9.428891685250871 7.877446857520026 -19.12783988103748 0 0 0
221 74 2 0.417 -10.861918934458325 9.606651510242099 39.535516273859805 0 0 -1
133 45 1 -0.834 -8.137314016712898 10.702459551287031 -19.68359791531432 0 0 0
26 9 2 0.417 16.319182662521058 14.466083856802639 -10.50616191728906 -1 0 0
25 9 1 -0.834 17.203470806165686 14.577051884357294 -10.85538671142081 -1 0 0
219 73 2 0.417 -3.5327219119958473 17.131320768954897 -18.117637690321192 0 0 0
217 73 1 -0.834 -4.236797072357962 17.77898848939814 -18.149854095705084 0 0 0
218 73 2 0.417 -4.214818508610664 18.20030214227748 -17.2906426017434 0 0 0
160 54 1 -0.834 -6.382126351217238 18.18387963215828 39.665602579485515 0 0 -1
162 54 2 0.417 -5.5628126013594095 18.059095720646177 -19.855454543271712 0 0 0
161 54 2 0.417 -6.220915106831523 18.945461929069797 39.10861491133893 0 0 -1
208 70 1 -0.834 -4.636672087650407 17.908829098897588 -15.367424402725964 0 0 0
210 70 2 0.417 -4.358523650960134 17.033940373525475 -15.096433697307946 0 0 0
209 70 2 0.417 -5.588686740669741 17.899409453357503 -15.268367260650463 0 0 0
135 45 2 0.417 -8.875837866557475 10.157739121723539 -19.41139471935499 0 0 0
134 45 2 0.417 -8.311081342276628 11.557003665777419 -19.2888893458946 0 0 0
174 58 2 0.417 -6.440799263617118 10.776376964315704 -15.866515358356873 0 0 0
165 55 2 0.417 -5.020406892408779 11.99303270880165 -12.7788259858722 0 0 0
204 68 2 0.417 -5.136414514799867 19.834286010133383 -18.52330160429218 0 0 0
203 68 2 0.417 -4.2591352600824495 -19.466018614252686 -17.507080919952255 0 1 0
202 68 1 -0.834 -4.830440961101588 -19.29881129414977 -18.25667039918618 0 1 0
39 13 2 0.417 -2.1931427091349853 12.244576365673627 -15.734710332252787 0 0 0
35 12 2 0.417 1.1782940178135943 -19.530876896148538 -3.2719662024788825 -1 0 0
34 12 1 -0.834 0.8551889692293936 -19.391845897771923 -2.3817370359470313 -1 0 0
36 12 2 0.417 1.6464231522064672 -19.30899708110886 -1.849460140120318 -1 0 0
8 3 2 0.417 19.211927265142947 4.747956408784508 -15.114730563700999 0 1 0
175 59 1 -0.834 1.0546507949662782 5.304992469495656 -3.90172676768838 2 -1 1
176 59 2 0.417 0.8305805060119004 6.1026378654004105 -3.422365409980756 2 -1 1
177 59 2 0.417 0.24378153526914745 5.055652354730962 -4.345070068671129 2 -1 1
9 3 2 0.417 18.564635944222577 3.3813831206602694 -15.041314783388051 0 1 0
7 3 1 -0.834 18.646630979239635 4.206770187890978 -14.56355884337694 0 1 0
